Artist,Titels,Link,Lyrics
Arctic Monkeys,Dancing Shoes,https://www.lyrics.com/lyric/9811297/Arctic+Monkeys/Dancing+Shoes,"['Get on your dancing shoes', ""There's one thing on your mind"", ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'And the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting"", '', 'The only reason that you came', 'So what you scared for', ""Don't you always do the same"", ""It's what you there for, don't you know"", '', 'The lights are flashing', 'Down in here tonight', 'And some might exchange a glance', 'But keep pretending to dance', '', ""Don't act like it's not happening"", ""As if it's impolite"", 'To go and mention your name', ""Instead you'll just do the same"", 'As they all do, and hope for the best ...', '', 'The only reason that you came', 'So what you scared for', ""Well don't you always do the same"", ""It's what you're there for but no"", '', 'Get on your dancing shoes', 'You sexy little swine', ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'Oh and the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting""]"
Arctic Monkeys,Dancing Shoes,https://www.lyrics.com/lyric/14744578/Arctic+Monkeys/Dancing+Shoes,"['Get on your dancing shoes', ""There's one thing on your mind"", ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'And the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting"", '', 'The only reason that you came', 'So what you scared for', ""Don't you always do the same"", ""It's what you there for, don't you know"", '', 'The lights are flashing', 'Down in here tonight', 'And some might exchange a glance', 'But keep pretending to dance', '', ""Don't act like it's not happening"", ""As if it's impolite"", 'To go and mention your name', ""Instead you'll just do the same"", 'As they all do, and hope for the best ...', '', 'The only reason that you came', 'So what you scared for', ""Well don't you always do the same"", ""It's what you're there for but no"", '', 'Get on your dancing shoes', 'You sexy little swine', ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'Oh and the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting""]"
Arctic Monkeys,The View from the Afternoon,https://www.lyrics.com/lyric/32163180/Arctic+Monkeys/The+View+from+the+Afternoon,"['Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", ""I want to see all of the things that we've already seen"", 'The lairy girls hung out the window of the limousine', ""Of course it's fancy dress"", ""And they're all looking quite forlorn in bunny ears and devil horns and how"", '', 'Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", ""I want to see all of the things that we've already seen"", '', 'I wanna see you take the jackpot out the fruit machine', 'And put it all back in', ""You've got to understand that you can never beat the bandit, no"", '', ""And she won't be surprised and she won't be shocked"", ""When she's pressed the star after she's pressed unlock"", ""And there's verse and chapter sat in her inbox"", ""And all that is said is that you've drank a lot"", '', 'And you should bear that in mind tonight', 'Bear that in mind yeah', 'You should bear that in mind tonight', 'Bear that in mind', '', 'And you can pour your heart out', 'For a reason it would block', ""Oh you send her after nine o' clock"", '', 'Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", '', ""And she won't be surprised and she won't be shocked"", ""When she's pressed the star after she's pressed unlock"", ""And there's verse and chapter sat in her inbox"", ""And all that is said is that you've drank a lot"", '', 'And you should bear that in mind tonight', 'Bear that in mind yeah', 'You should bear that in mind tonight', 'Bear that in mind', '', 'And you can pour your heart out', ""Around three o' clock"", ""When the two-for-ones have done the writer's block""]"
Arctic Monkeys,I Bet You Look Good on the Dancefloor,https://www.lyrics.com/lyric/32163179/Arctic+Monkeys/I+Bet+You+Look+Good+on+the+Dancefloor,"['Stop making the eyes at me', ""I'll stop making the eyes at you"", 'And what it is that surprises me', ""Is that I don't really want you to"", 'And your shoulders are frozen (cold as the night)', ""Oh but you're an explosion (you're dynamite)"", ""Your name isn't Rio, but I don't care for sand"", 'Lighting the fuse might result in a bang, with a bang-go!', '', 'I bet that you look good on the dance floor', ""I don't know if your looking for romance or"", ""I don't know what you're looking for"", 'I said I bet that you look good on the dance floor', 'Dancing to electro-pop like a robot from 1984', 'From 1984!', '', ""I wish you'd stop ignoring me"", ""Because you're sending me to despair"", ""Without a sound yeah you're calling me"", ""And I don't think it's very fair"", 'That your shoulders are frozen (cold as the night)', ""Oh but you're an explosion (you're dynamite)"", ""Your name isn't Rio, but I don't care for sand"", 'Lighting the fuse might result in a bang, with a bang-go!', '', 'I bet that you look good on the dance floor', ""I don't know if your looking for romance or"", ""I don't know what you're looking for"", 'I said I bet that you look good on the dance floor', 'Dancing to electro-pop like a robot from 1984', 'From 1984!', '', ""Oh there ain't no love no, Montagues or Capulets"", ""Just banging tunes 'n' DJ sets 'n'"", 'Dirty dance floors and dreams of naughtiness!', '', 'Well I bet that you look good on the dance floor', ""I don't know if your looking for romance or"", ""I don't know what you're looking for"", 'I said I bet that you look good on the dance floor', 'Dancing to electro-pop like a robot from 1984', 'From 1984!']"
Arctic Monkeys,Fake Tales of San Francisco,https://www.lyrics.com/lyric/32163176/Arctic+Monkeys/Fake+Tales+of+San+Francisco,"['Fake Tales of San Francisco', 'Echo through the room', 'More point to a wedding disco', 'Without a bride or groom', ""There's a super cool band yeah"", 'With their trilbys and their glasses of white wine', 'And all the weekend rockstars are in the toilets', 'Practicing their lines', '', ""I don't want to hear you"", '(Kick me out, kick me out)', ""I don't want to hear, you know"", '(Kick me out, kick me out)', ""I don't want to hear you"", '(Kick me out, kick me out)', ""I don't want to hear you"", ""I don't want to hear your"", '', 'Fake Tales of San Francisco', 'Echo through the air', ""And there's a few bored faces at the back"", ""All wishing they weren't there"", '', 'And as the microphone squeaks', ""A young girl's telephone beeps"", ""Yeah she's dashing for the exit"", ""Oh she's running to the streets outside"", '""Oh you\'ve saved me,"" she screams down the line', '""The band were fucking wank', 'And I\'m not having a nice time""', '', ""I don't want to hear you"", '(Kick me out, kick me out)', ""I don't want to hear, you know"", '(Kick me out, kick me out)', '', ""Yeah but his bird said it's amazing, though"", ""So all that's left"", ""Is the proof that love's not only blind but deaf"", '', ""He talks of San Francisco, he's from Hunter's Bar"", ""I don't quite know the distance"", ""But I'm sure that's far"", ""Yeah I'm sure it's pretty far"", '', ""And yeah, I'd love to tell you all my problem"", ""You're not from New York City, you're from Rotherham"", 'So get off the bandwagon, and put down the handbook', 'Yeah, yeah, yeah, yeah, yeah', '', 'Get off the bandwagon and put down the handbook', 'Get off the bandwagon and put down the handbook', 'Get off the bandwagon and put down the handbook', 'Get off the bandwagon and put down the handbook']"
Arctic Monkeys,Dancing Shoes,https://www.lyrics.com/lyric/32163170/Arctic+Monkeys/Dancing+Shoes,"['Get on your dancing shoes', ""There's one thing on your mind"", ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'And the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting"", '', 'The only reason that you came', 'So what you scared for', ""Don't you always do the same"", ""It's what you there for, don't you know"", '', 'The lights are flashing', 'Down in here tonight', 'And some might exchange a glance', 'But keep pretending to dance', '', ""Don't act like it's not happening"", ""As if it's impolite"", 'To go and mention your name', ""Instead you'll just do the same"", 'As they all do, and hope for the best ...', '', 'The only reason that you came', 'So what you scared for', ""Well don't you always do the same"", ""It's what you're there for but no"", '', 'Get on your dancing shoes', 'You sexy little swine', ""Hoping they're looking for you"", ""Sure you'll be rummaging through"", '', 'Oh and the shit, shock, horror', ""You've seen your future bride"", ""Oh, but it's oh so absurd"", 'For you to say the first word', ""So you're waiting and waiting""]"
Arctic Monkeys,You Probably Couldn't See for the Lights But You Were Staring Straight,https://www.lyrics.com/lyric/32163175/Arctic+Monkeys/You+Probably+Couldn%27t+See+for+the+Lights+But+You+Were+Staring+Straight,"['One look sends it coursing through the veins oh how the feeling races', 'Back up to their brains to form expressions on there stupid faces', ""They don't want to say hello"", 'Like I want to say hello', ""Oh the heartbeats at its peak when you're coming up to speak"", '', ""And I'm so tense, never tenser"", 'Could all go a bit frank spencer? ', ""I'm talking gibberish, tip of the tongue but I can't deliver it"", ""Properly, oh it's all getting on top of me"", ""And if it weren't this dark you'd see how red my face has gone"", '', ""Everybody's trying to crack the jokes and that to make you smile"", ""Those that claim that they're not showing off are drowning in denial"", ""They're not half as bad as me say anything and I'll agree"", ""'Cause when it comes to acting up, I'm sure I could write the book"", '', ""And now that you're more than a part in the play"", ""It's slightly easier to think what to say"", 'You had us all, standing on our heads', 'Doing our best tricks', '', 'Never again', ""Never again, will there be another one that's as desirable as you"", '', 'One look sends it coursing through the veins oh how the feeling races', 'Back up to their brains to form expressions on there stupid faces']"
Arctic Monkeys,Still Take You Home,https://www.lyrics.com/lyric/32163181/Arctic+Monkeys/Still+Take+You+Home,"[""Well, it's ever so funny"", ""'Cause I don't think you're special, I don't think you're cool"", ""You're just probably alright"", 'But under these lights you look beautiful', ""And I'm struggling, I can't see through your fake tan"", ""Yeah, and you know it for a fact that everybody's eating out of your hands"", '', 'But what do you know?', 'Oh, you know nothing', ""Yeah, but I'll still take you home"", ""Oh, yeah, I'll still take you home"", 'So what do you know?', ""Said, you don't know nothing"", '', 'Well, fancy seeing you in here', ""You're all tarted up and you don't look the same"", ""Well, I haven't seen you since last year"", 'Yeah, and surprisingly you have forgotten my name', 'But you know it, yeah, and you knew it all along', ""Oh and you say you have forgotten but you're fibbing, go on, tell me I'm wrong"", '', 'So what do you know?', 'Oh, you know nothing', ""Yeah, but I'll still take you home"", ""Oh, yeah, I'll still take you home"", 'So what do you know?', ""Oh, you don't know nothing, no"", '', 'Oh-woah, woah, woah', 'Oh-woah, woah, woah', 'Da-da, da-da-da, da-da, da-da', 'Da-da, da-da, da-da-da', 'Oh-woah, woah, woah', '', 'Oh, so what do you know?', ""Yeah, you don't know nothing, no"", ""Yeah, but I'd still take you home"", ""Oh, yeah, I'll still take you home"", 'I said, what do you know?', ""Oh, you don't know nothing"", '', 'I fancy you with a passion', ""Oh, you're a Topshop princess, a rockstar, too"", ""But you're a fad and you're a fashion"", ""And I'm having a job trying to talk to you"", ""But it's alright, yeah, I'll put it on one side"", ""Oh, 'cause everybody's looking, you've got control of everyone's eyes including mine""]"
Arctic Monkeys,Riot Van,https://www.lyrics.com/lyric/32163174/Arctic+Monkeys/Riot+Van,"['So up rolls a riot van', 'And sparks excitement in the boys', 'But the policemen look annoyed', 'Perhaps these are ones they should avoid', '', 'Got chased last night', 'From men with truncheons dressed in hats', ""We didn't do that much wrong"", 'Still ran away though for the laugh', 'Just for the laugh', ""And please just stop talking cause they won't find us if you do"", 'Oh those silly boys in blue', ""Well they won't catch me and you"", '', ""Have you been drinking son, you don't look old enough to me"", ""I'm sorry officer, is there a certain age you're supposed to be, cause nobody told me"", '', 'And up rolls the riot van', 'And these lads just wind the coppers up', ""They ask why they don't catch proper crooks"", 'They get their address and their names took', ""But they couldn't care less"", '', 'Thrown in a riot van', 'And all the coppers kicked him in', 'And there was no way he could win', 'Just had to take it on the chin']"
Arctic Monkeys,Red Light Indicates Doors Are Secured,https://www.lyrics.com/lyric/32163171/Arctic+Monkeys/Red+Light+Indicates+Doors+Are+Secured,"[""We'll ask if we can have six in"", ""If not we'll have to have two"", ""Well, you're coming up our end, aren't you?"", ""So I'll get one with you"", ""Won't he let us have six in?"", 'Especially not with the food', 'He could have just told us no though', ""He didn't have to be rude"", '', 'You see her with the green dress?', 'She talked to me at the bar', ""Wait, how come it's already two pound fifty?"", ""We've only gone about a yard"", ""Didn't you see she were gorgeous"", 'She were beyond belief', 'But this lad at her side drinking his Smirnoff Ice', 'Came and paid for her Tropical Reef', '', ""And I'm sitting going backwards"", ""And I didn't want to leave"", 'I said, ""It\'s High Green, mate', 'Via Hillsborough, please""', '', 'Well, how funny were that sketch earlier', 'Up near that taxi rank?', 'Oh no, you would have missed it', 'Think it were when you went to the bank', 'These two lads squaring up proper shouting', ""'Bout who were next in the queue"", ""The kind of thing that'd seem so silly"", ""But not when they've both had a few"", '', 'Well calm down, temper, temper', ""You shouldn't get so annoyed"", ""Well, you're acting like a silly little boy"", 'And they wanted to be men', 'And do some fighting in the street', 'They said ""no surrender', 'No chance of retreat""', '', 'And so why are they in the taxi?', ""'Cause I didn't want to leave"", 'I said, ""It\'s High Green, mate', 'Via Hillsborough, please""', '', 'Drunken plots hatched to jump it', 'Ask around, ""Are you sure?""', 'Went for it but the red light was showing', 'And red light indicates doors are secured']"
Arctic Monkeys,Mardy Bum,https://www.lyrics.com/lyric/32163172/Arctic+Monkeys/Mardy+Bum,"['Now then Mardy Bum', 'I see your frown', ""And it's like looking down the barrel of a gun"", 'And it goes off', 'And out come all these words', ""Oh there's a very pleasant side to you"", 'A side I much prefer', ""It's one that laughs and jokes around"", 'Remember cuddles in the kitchen', 'Yeah, to get things off the ground', 'And it was up, up and away', ""Oh, but it's right hard to remember"", ""That on a day like today when you're all argumentative"", ""And you've got the face on"", '', 'Well now then Mardy Bum', ""Oh I'm in trouble again, aren't I"", 'I thought as much', 'Cause you turned over there', 'Pulling that silent disappointment face', ""The one that I can't bare"", '', ""Can't we laugh and joke around"", 'Remember cuddles in the kitchen', 'Yeah, to get things off the ground', 'And it was up, up and away', ""Oh, but it's right hard to remember"", ""That on a day like today when you're all argumentative"", ""And you've got the face on"", '', ""Yeah I'm sorry I was late"", 'Well I missed the train', 'And then the traffic was a state', ""And I can't be arsed to carry on in this debate"", ""That reoccurs ,oh when you say I don't care"", 'Well of course I do, yeah I clearly do!', '', 'So laugh and joke around', 'Remember cuddles in the kitchen', 'Yeah, to get things off the ground', 'And it was up, up and away', ""Still it's right hard to remember"", ""That on a day like today when you're all argumentative"", ""And you've got the face on""]"
Arctic Monkeys,Perhaps Vampires Is a Bit Strong But...,https://www.lyrics.com/lyric/32163178/Arctic+Monkeys/Perhaps+Vampires+Is+a+Bit+Strong+But...,"[""I've seen your eyes as they fix on me"", 'What is he doing', ""What on earth's the plan, has he got one"", ""You better give me some pointers since you are the big rocket launcher and I'm just the shotgun"", '', ""Well I ain't got no dollar signs in my eyes"", ""That might be a surprise but it's true"", ""I'm not like you and I don't want your advice or your praise or to move in the ways you do"", 'And I never will', '', ""'Cause all you people are vampires"", 'And all your stories are stale', 'And though you pretend to stand by us', ""I know you're certain we'll fail"", '', ""I've seen your eyes as they fix on me"", 'Full of confusion', 'Your snarl is just so condescending', ""Try to explain that we're on to a win"", 'If the fee we got in', ""Near recoups what we're spending"", '', 'He said', ""I can't believe that you drove all that way"", 'Well how much did they pay you, how much did they pay you?', ""You'd have been better to stay round our way"", 'Thinking about things but not actually doing the things', '', ""'Cause all you people are vampires"", 'And all your stories are stale', 'And though you pretend to stand by us', ""I know you're certain we'll fail"", '', ""'Cause all you people are vampires"", 'And all your stories are stale', 'And though you pretend to stand by us', ""I know you're certain we'll fail"", '', 'All you people are vampires']"
Arctic Monkeys,When the Sun Goes Down,https://www.lyrics.com/lyric/32163177/Arctic+Monkeys/When+the+Sun+Goes+Down,"[""So who's that girl there? "", 'I wonder what went wrong', 'So that she had to roam the streets', ""She don't do major credit cards"", 'I doubt she does receipts', ""It's all not quite legitimate"", 'And what a scummy man', 'Just give him half a chance', ""I bet he'll rob you if he can"", 'Can see it in his eyes, yeah', ""That he's got a driving ban"", 'Amongst some other offences', '', ""And I've seen him with girls of the night"", 'He told Roxanne to put on her red light', ""They're all infected but he'll be alright"", ""'Cause he's a scumbag, don't you know"", ""I said he's a scumbag, don't you know! "", '', ""Although you're trying not to listen"", 'I bet your eyes are staring at the ground', 'She makes a subtle proposition', ""I'm sorry love I'll have to turn you down"", '', 'And oh he must be up to something', ""Want half a chance to show he's more than likely"", ""I've got a feeling in my stomach"", 'I start to wonder what his story might be', 'What his story might be', '', 'They said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'Around here', 'Around, here', '', 'And look here comes a ford mondeo', ""Isn't he mister inconspicuous"", ""And he don't have to say 'owt"", ""She's in the stance ready to get picked up"", '', ""And she's delighted when she sees him"", 'Pulling in and giving her the eye', 'Because she must be fucking freezing', 'Scantily clad beneath the clear night sky', ""And don't stop in the winter no and"", '', 'They said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'Around here', '', 'They said it changes when the sun goes down', 'Over the river going out of town', 'And they said it changes when the sun goes down', 'Around here', 'Around here', '', 'And what a scummy man', 'Just give him half a chance', ""I bet he'll rob you if he can"", ""Can see it in his eyes that he's got a nasty plan"", ""I hope you're not involved at all""]"
Arctic Monkeys,From the Ritz to the Rubble,https://www.lyrics.com/lyric/32163182/Arctic+Monkeys/From+the+Ritz+to+the+Rubble,"['Well, last night these two bouncers', ""And one of 'em's alright, the other one's the scary one"", 'His way or no way, he totalitarian', ""He's got no time for you looking or breathing"", 'How he don’t want you to, so step out the queue', ""He makes examples of you and there's nowt you can say"", 'Behind they go through to the bit where you pay', ""And you realise then that it's finally the time"", 'To walk back past ten-thousand eyes in the line', 'And you can swap jumpers and make another move', ""Instilled in your brain, you've got something to prove"", 'To all the smirking faces and the boys in black', ""Why can't they be pleasant? Why can't they have a laugh?"", ""He's got his hand in your chest, he wants to give you a duff"", 'Well, secretly I think they want it all to kick off', 'They want arms flying everywhere and bottles as well', ""It's just something to talk about, a story to tell, yeah"", '', ""Well, I'm so glad they turned us all away"", ""We'll put it down to fate"", 'I said a thousand million things', 'That I could never say this morning', 'Got too deep, but how deep is too deep?', '', ""Well, this town's a different town today"", ""Said, this town's a different town to what it was last night"", ""You couldn't have done that on a Sunday"", ""And that girl's a different girl today"", ""Said, that girl's a different girl to her you kissed last night"", ""You couldn't have done that on a Sunday, of course not"", '', ""Well, I'm so glad they turned us all away"", ""We'll put it down to fate"", 'I thought a thousand million things', 'That I could never think this morning', 'Got too deep, but how deep is too deep?', '', 'Last night, what we talked about', 'It made so much sense', 'But now the haze has ascended', ""It don't make no sense anymore"", 'I said, last night, what we talked about', 'It made so much sense', 'But now the haze has ascended', ""It don't make no sense anymore, oh"", '', 'Da-da, da-da-da', 'Da-da, da-da-da, da-da-da-da', 'Da-da, da-da-da, da-da-da-da-da']"
Arctic Monkeys,A Certain Romance,https://www.lyrics.com/lyric/32163173/Arctic+Monkeys/A+Certain+Romance,"['Well oh they might wear classic Reeboks', 'Or knackered Converse', 'Or tracky bottoms tucked in socks', ""But all of that's what the point is not"", ""The point's that there ain't no romance around there"", '', ""And there's the truth that they can't see"", ""They'd probably like to throw a punch at me"", 'And if you could only see them, then you would agree', ""Agree that there ain't no romance around there"", '', ""You know, oh it's a funny thing you know"", ""We'll tell 'em if you like"", ""We'll tell 'em all tonight"", ""They'll never listen"", 'Because their minds are made up', ""And 'course it's all okay to carry on that way"", '', ""And over there, there's broken bones"", ""There's only music, so that there's new ringtones"", ""And it don't take no Sherlock Holmes"", ""To see it's a little different around here"", '', ""Don't get me wrong, oh there's boys in bands"", 'And kids who like to scrap with pool cues in their hands', ""And just 'cause he's had a couple o' cans"", ""He thinks it's all right to act like a dickhead"", '', ""Don't you know, oh it's a funny thing you know"", ""We'll tell em if you like"", ""We'll tell em all tonight"", ""They'll never listen"", 'Because their minds are made up', ""And 'course it's all okay to carry on that way"", '', 'I said no', 'Oh no', ""Oh you won't get me to go"", 'Anywhere, said anywhere', ""I won't go"", 'Oh no no', '', ""Well over there, there's friends of mine"", ""What can I say? I've known 'em for a long long time"", 'And yeah they might overstep the line', 'But I just cannot get angry in the same way', 'Not in the same way', 'Not in the same way', 'Oh no, oh no no']"
Arctic Monkeys,When the Sun Goes Down,https://www.lyrics.com/lyric/17730216/Arctic+Monkeys/When+the+Sun+Goes+Down,"[""So who's that girl there? "", 'I wonder what went wrong', 'So that she had to roam the streets', ""She don't do major credit cards"", 'I doubt she does receipts', ""It's all not quite legitimate"", 'And what a scummy man', 'Just give him half a chance', ""I bet he'll rob you if he can"", 'Can see it in his eyes, yeah', ""That he's got a driving ban"", 'Amongst some other offences', '', ""And I've seen him with girls of the night"", 'He told Roxanne to put on her red light', ""They're all infected but he'll be alright"", ""'Cause he's a scumbag, don't you know"", ""I said he's a scumbag, don't you know! "", '', ""Although you're trying not to listen"", 'I bet your eyes are staring at the ground', 'She makes a subtle proposition', ""I'm sorry love I'll have to turn you down"", '', 'And oh he must be up to something', ""Want half a chance to show he's more than likely"", ""I've got a feeling in my stomach"", 'I start to wonder what his story might be', 'What his story might be', '', 'They said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'Around here', 'Around, here', '', 'And look here comes a ford mondeo', ""Isn't he mister inconspicuous"", ""And he don't have to say 'owt"", ""She's in the stance ready to get picked up"", '', ""And she's delighted when she sees him"", 'Pulling in and giving her the eye', 'Because she must be fucking freezing', 'Scantily clad beneath the clear night sky', ""And don't stop in the winter no and"", '', 'They said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'And they said it changes when the sun goes down', 'Around here', '', 'They said it changes when the sun goes down', 'Over the river going out of town', 'And they said it changes when the sun goes down', 'Around here', 'Around here', '', 'And what a scummy man', 'Just give him half a chance', ""I bet he'll rob you if he can"", ""Can see it in his eyes that he's got a nasty plan"", ""I hope you're not involved at all""]"
Arctic Monkeys,Stickin' to the Floor,https://www.lyrics.com/lyric/8659095/Arctic+Monkeys/Stickin%27+to+the+Floor,"[""Won't somebody let me out!"", ""Don't wanna stick around no more"", ""I said they're looking at yer strange"", ""I said yer stickin' to the floor"", '', ""Not one of you's got an ounce of style in yer"", ""So now one of you's gonna have to stop!"", '', ""Fucking hell I'll break your nose"", 'If they keep on pushing you around', 'Keep on stepping on your toes', ""I'll pick you up when you fall down"", '', ""Not one of you's got an ounce of style in yer"", 'Said not one of you, no', '', ""Not one of you's got an ounce of style in yer"", ""So now one of you's gonna have to stop!"", '', 'Ah ah, ah ah, oh!', 'Ah ah, ah ah, oh', 'Yea, yea, yea!', '', ""Not one of you's got an ounce of style in yer""]"
Arctic Monkeys,7,https://www.lyrics.com/lyric/8659096/Arctic+Monkeys/7,"['Well, I wrote my number down. ', ""I'd never wrote it down before. "", 'I was gonna bring over like something from a film but ', ""I didn't have the bottle at all. "", '', 'Well I had a look and you kept staring. ', 'Your head pairing up with mine ', ""Cos your so pretty and I'm so shy. "", 'You proper did give me the eye though im sure you did ', ""Well I went outside, couldn't say i tried. "", 'And I felt regret. ', ""But in a flash yeah i'd dashed back in. "", ""Cos the ship had'nt sailed yet. "", '', ""And when i did I couldn't see your face "", ""I could see your mates but that wouldn't do. "", 'I dashed around to find you ', 'But you were nowhere to be seen ', 'Oh no no ', '', 'na na na na na na na na na na na ', 'na na na na na na na na na na na ', 'na na na na na na na na na na na ', 'na na na na na nooooo ', '', 'Well yeah she flew away. ', 'She seemed like weeks or months away. ', '(missing lines) ', '', 'Yeah but i learned my lesson though. ', ""Your so pretty and i'm so shy ""]"
Arctic Monkeys,The View from the Afternoon,https://www.lyrics.com/lyric/10165373/Arctic+Monkeys/The+View+from+the+Afternoon,"['Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", ""I want to see all of the things that we've already seen"", 'The lairy girls hung out the window of the limousine', ""Of course it's fancy dress"", ""And they're all looking quite forlorn in bunny ears and devil horns and how"", '', 'Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", ""I want to see all of the things that we've already seen"", 'I wanna see you take the jackpot out the fruit machine', 'And put it all back in', ""You've got to understand that you can never beat the bandit, no"", '', ""And she won't be surprised and she won't be shocked"", ""When she's pressed the star after she's pressed unlock"", ""And there's verse and chapter sat in her inbox"", ""And all that is said is that you've drank a lot"", '', 'And you should bear that in mind tonight', 'Bear that in mind yeah', 'You should bear that in mind tonight', 'Bear that in mind', '', 'And you can pour your heart out', 'For a reason it would block', ""Oh you send her after nine o' clock"", '', 'Anticipation has a habit to set you up', 'For disappointment in evening entertainment but', ""Tonight there'll be some love"", ""Tonight there'll be a ruckus yeah regardless of what's gone before"", '', ""And she won't be surprised and she won't be shocked"", ""When she's pressed the star after she's pressed unlock"", ""And there's verse and chapter sat in her inbox"", ""And all that is said is that you've drank a lot"", '', 'And you should bear that in mind tonight', 'Bear that in mind yeah', 'You should bear that in mind tonight', 'Bear that in mind', '', 'And you can pour your heart out', ""Around three o' clock"", ""When the two-for-ones have done the writer's block""]"
Arctic Monkeys,Cigarette Smoker Fiona,https://www.lyrics.com/lyric/10165374/Arctic+Monkeys/Cigarette+Smoker+Fiona,"['Sat at the side of the pool at one of your houses', 'With wet white trousers on', 'And worlds collide as the evening continues, the dignity fucks off', ""Her brother's gone off to the strippers to make up for all the lost time"", ""She could have been one of the bitches but she's actually alright"", '', ""Cigarette smoker, I'm sorry"", ""But we're all unsure how much you've had"", 'But we think that you outta maybe not have anymore', '', 'A country home, even if we really tried', 'Would it cease to surprise us now', 'And I bet your dad would like to give us all a slap', ""When are your parents back d'ya know?"", '', 'Well, I never came from no ghetto', ""But it wasn't nowhere near here"", 'Well, spoken girls and stilettos', ""Aren't something to fear"", '', ""Cigarette smoker, I'm sorry"", ""But we're all unsure how much you've had"", 'But we think that you outta maybe not have anymore', '', ""Cigarette smoker, I'm sorry"", ""But we're all unsure how much you've had"", 'But we think that you outta maybe not have anymore', '', ""Cigarette smoker, cigarette smoke doesn't hide"", 'As well as you think', 'And you think that it outta act as the perfect disguise']"
Arctic Monkeys,Despair in the Departure Lounge,https://www.lyrics.com/lyric/10165375/Arctic+Monkeys/Despair+in+the+Departure+Lounge,"[""He's pining for her in a people carrier"", 'There might be buildings and pretty things to see like that', ""But architecture won't do"", '', 'Although it might say a lot about the city or town', ""I don't care what they've got, keep on turning them down"", ""It don't say the funny things she does"", ""Don't even try and cheer him up, because it just won't happen"", '', ""He's got the feeling again, this time on the aero plane"", 'There might be tellies in the back of the seats in front', ""But Rodney and Del won't do"", '', 'Although it might take your mind off the aches and the pains', ""Laugh when he falls through the bar but you're feeling the same"", ""'Cause she isn't there to hold your hand"", ""She won't be waiting for you when you land"", '', ""It feels like she's just nowhere near"", 'You could well be out on your ear', 'This thought comes closely followed by the fear', 'And the thoughts of it makes you feel a bit ill', '', 'Yesterday I saw a girl who looked like someone', 'You might knock about with', 'And almost shouted', '', 'And then reality kicked in within us', 'It seems as we become the winners', 'You lose a bit of summat', 'And half wonder if you won it at all', '', ""And don't say ow 'cause you've got no idea"", ""And she's still nowhere near"", 'And the thought comes closely followed by the fear', 'And the thoughts of it makes you feel a bit ill', '', 'Despair in the departure lounge', ""It's one and they'll still be around at three"", ""No signal and low battery, what's happened to me?""]"
